trade_id,season,trade_date,gave,received,pick_season,pick_round,pick_number,conditional,pfr_id,pfr_name
701.0,2002,2002-03-04,HOU,WAS,,,,,WuerDa00,Danny Wuerffel
701.0,2002,2002-03-04,WAS,HOU,,,,,DeLoJe20,Jerry DeLoach
702.0,2002,2002-03-08,MIA,NO,2002.0,1.0,25.0,0.0,GranCh21,Charles Grant
702.0,2002,2002-03-08,MIA,NO,2002.0,4.0,125.0,0.0,CravKe20,Keyuo Craver
702.0,2002,2002-03-08,MIA,NO,2003.0,1.0,18.0,0.0,PaceCa20,Calvin Pace
702.0,2002,2002-03-08,NO,MIA,,,,,WillRi00,Ricky Williams
702.0,2002,2002-03-08,NO,MIA,2002.0,4.0,114.0,0.0,McMiRa01,Ry McMichael
703.0,2002,2002-03-11,CLE,MIA,2004.0,,,1.0,,
703.0,2002,2002-03-11,MIA,CLE,,,,,JohnJ.00,J.J. Johnson
704.0,2002,2002-03-11,GB,NE,2002.0,4.0,126.0,0.0,GreeJa21,Jarvis Green
704.0,2002,2002-03-11,NE,GB,,,,,GlenTe00,Terry Glenn
705.0,2002,2002-03-27,KC,NO,2003.0,3.0,78.0,0.0,SmitWa21,Wade Smith
705.0,2002,2002-03-27,NO,KC,,,,,RoafWi00,Willie Roaf
706.0,2002,2002-03-28,HOU,STL,2003.0,,,1.0,,
706.0,2002,2002-03-28,STL,HOU,,,,,ShepJa20,Jacoby Shepherd
707.0,2002,2002-04-09,NYJ,WAS,,,,,LoveDa20,David Loverne
707.0,2002,2002-04-09,NYJ,WAS,2002.0,5.0,160.0,0.0,RoyaRo00,Robert Royal
707.0,2002,2002-04-09,WAS,NYJ,2002.0,5.0,154.0,0.0,GoodJo23,Jonathan Goodwin
708.0,2002,2002-04-15,IND,STL,,,,,WilkTe00,Terrence Wilkins
708.0,2002,2002-04-15,STL,IND,2002.0,6.0,183.0,0.0,,
708.0,2002,2002-04-15,STL,IND,,,,,,James Lewis
709.0,2002,2002-04-18,BUF,HOU,,,,,ForeJa20,Jay Foreman
709.0,2002,2002-04-18,HOU,BUF,,,,,RogeCh00,Charlie Rogers
710.0,2002,2002-04-19,IND,SEA,2002.0,5.0,146.0,0.0,BernRo20,Rocky Bernard
710.0,2002,2002-04-19,SEA,IND,,,,,HuarBr00,Brock Huard
711.0,2002,2002-04-20,DAL,KC,2002.0,1.0,6.0,0.0,SimsRy20,Ryan Sims
711.0,2002,2002-04-20,KC,DAL,2002.0,1.0,8.0,0.0,WillRo03,Roy Williams
711.0,2002,2002-04-20,KC,DAL,2002.0,3.0,75.0,0.0,RossDe20,Derek Ross
711.0,2002,2002-04-20,KC,DAL,2003.0,6.0,186.0,0.0,SmitZu00,Zuriel Smith
712.0,2002,2002-04-20,NYG,TEN,2002.0,1.0,15.0,0.0,HaynAl20,Albert Haynesworth
712.0,2002,2002-04-20,NYG,TEN,2002.0,4.0,110.0,0.0,EchoMi20,Mike Echols
712.0,2002,2002-04-20,TEN,NYG,2002.0,1.0,14.0,0.0,ShocJe00,Jeremy Shockey
713.0,2002,2002-04-20,OAK,WAS,2002.0,1.0,21.0,0.0,GrahDa00,Daniel Graham
713.0,2002,2002-04-20,OAK,WAS,2002.0,3.0,89.0,0.0,AyodAk20,Akin Ayodele
713.0,2002,2002-04-20,WAS,OAK,2002.0,1.0,18.0,0.0,DuckT.00,T.J. Duckett
714.0,2002,2002-04-20,ATL,OAK,2002.0,1.0,17.0,0.0,BuchPh20,Phillip Buchanon
714.0,2002,2002-04-20,OAK,ATL,2002.0,1.0,18.0,0.0,DuckT.00,T.J. Duckett
714.0,2002,2002-04-20,OAK,ATL,2002.0,5.0,158.0,0.0,KittKu00,Kurt Kittner
715.0,2002,2002-04-20,GB,SEA,2002.0,1.0,28.0,0.0,StevJe00,Jerramy Stevens
715.0,2002,2002-04-20,GB,SEA,2002.0,2.0,60.0,0.0,PaleAn20,Anton Palepoi
715.0,2002,2002-04-20,SEA,GB,2002.0,1.0,20.0,0.0,WalkJa00,Javon Walker
715.0,2002,2002-04-20,SEA,GB,2002.0,5.0,156.0,0.0,KampAa99,Aaron Kampman
716.0,2002,2002-04-20,NE,WAS,2002.0,1.0,32.0,0.0,RamsPa00,Patrick Ramsey
716.0,2002,2002-04-20,NE,WAS,2002.0,3.0,96.0,0.0,DaviDo23,Dorsett Davis
716.0,2002,2002-04-20,NE,WAS,2002.0,7.0,234.0,0.0,ScotGr20,Greg Scott
716.0,2002,2002-04-20,WAS,NE,2002.0,1.0,21.0,0.0,GrahDa00,Daniel Graham
717.0,2002,2002-04-20,BAL,WAS,2002.0,2.0,56.0,0.0,BettLa00,Ladell Betts
717.0,2002,2002-04-20,BAL,WAS,2002.0,3.0,87.0,0.0,RussCl00,Cliff Russell
717.0,2002,2002-04-20,BAL,WAS,2002.0,5.0,159.0,0.0,LottAn20,Andre Lott
717.0,2002,2002-04-20,WAS,BAL,2002.0,2.0,52.0,0.0,WeavAn20,Anthony Weaver
717.0,2002,2002-04-20,WAS,BAL,2002.0,3.0,96.0,0.0,DaviDo23,Dorsett Davis
718.0,2002,2002-04-20,BUF,SF,2002.0,3.0,69.0,0.0,RashSa20,Saleem Rasheed
718.0,2002,2002-04-20,BUF,SF,2002.0,4.0,102.0,0.0,chandjef01,Jeff Chandler
718.0,2002,2002-04-20,SF,BUF,2002.0,2.0,61.0,0.0,DennRy20,Ryan Denney
719.0,2002,2002-04-20,CHI,DAL,2002.0,2.0,63.0,0.0,BryaAn00,Antonio Bryant
719.0,2002,2002-04-20,CHI,DAL,2002.0,4.0,129.0,0.0,MartJa01,Jamar Martin
719.0,2002,2002-04-20,DAL,CHI,2002.0,3.0,72.0,0.0,WillRo26,Roosevelt Williams
719.0,2002,2002-04-20,DAL,CHI,2002.0,4.0,104.0,0.0,BrowAl20,Alex Brown
719.0,2002,2002-04-20,DAL,CHI,2002.0,5.0,140.0,0.0,GrayBo20,Bobby Gray
720.0,2002,2002-04-20,CAR,CIN,2002.0,3.0,67.0,0.0,SchoMa00,Matt Schobel
720.0,2002,2002-04-20,CIN,CAR,2002.0,3.0,73.0,0.0,WithWi20,Will Witherspoon
720.0,2002,2002-04-20,CIN,CAR,2002.0,5.0,145.0,0.0,JohnKy00,Kyle Johnson
721.0,2002,2002-04-20,CLE,JAX,,,,,RainWa20,Wali Rainer
721.0,2002,2002-04-20,CLE,JAX,2002.0,3.0,79.0,0.0,BaumRa20,Rashad Bauman
721.0,2002,2002-04-20,JAX,CLE,2002.0,3.0,76.0,0.0,FowlMe20,Melvin Fowler
722.0,2002,2002-04-20,JAX,WAS,2002.0,3.0,79.0,0.0,BaumRa20,Rashad Bauman
722.0,2002,2002-04-20,WAS,JAX,2002.0,3.0,89.0,0.0,AyodAk20,Akin Ayodele
722.0,2002,2002-04-20,WAS,JAX,2002.0,4.0,118.0,0.0,LuzaCh00,Chris Luzar
723.0,2002,2002-04-20,BAL,DEN,2002.0,3.0,96.0,0.0,DaviDo23,Dorsett Davis
723.0,2002,2002-04-20,DEN,BAL,2002.0,4.0,112.0,0.0,ZastDa20,Dave Zastudil
723.0,2002,2002-04-20,DEN,BAL,2002.0,5.0,155.0,0.0,JoneTe00,Terry Jones
724.0,2002,2002-04-21,ATL,HOU,2003.0,3.0,88.0,0.0,RagoDa00,Dave Ragone
724.0,2002,2002-04-21,HOU,ATL,2002.0,4.0,116.0,0.0,BiblMa20,Martin Bibla
725.0,2002,2002-04-21,DEN,NE,2002.0,4.0,117.0,0.0,DaveRo01,Rohan Davey
725.0,2002,2002-04-21,NE,DEN,2002.0,4.0,131.0,0.0,BranSa20,Sam Brandon
725.0,2002,2002-04-21,NE,DEN,2002.0,5.0,144.0,0.0,HaygHe20,Herb Haygood
726.0,2002,2002-04-21,CLE,OAK,2002.0,5.0,147.0,0.0,ColeKe20,Kenyon Coleman
726.0,2002,2002-04-21,CLE,OAK,2002.0,6.0,189.0,0.0,NashKe21,Keyon Nash
726.0,2002,2002-04-21,OAK,CLE,2002.0,4.0,122.0,0.0,SandDa00,Darnell Sanders
727.0,2002,2002-04-21,DAL,NE,2002.0,7.0,237.0,0.0,,
727.0,2002,2002-04-21,DAL,NE,,,,,,Antwoine Womack
727.0,2002,2002-04-21,DAL,NE,2003.0,5.0,140.0,0.0,PageDe20,Derek Pagel
727.0,2002,2002-04-21,NE,DAL,2002.0,5.0,168.0,0.0,HuntPe20,Pete Hunter
728.0,2002,2002-04-22,BUF,NE,2003.0,1.0,14.0,0.0,HaynMi20,Michael Haynes
728.0,2002,2002-04-22,NE,BUF,,,,,BledDr00,Drew Bledsoe
729.0,2002,2002-04-23,NYJ,TB,,,,,,David Leaverton
729.0,2002,2002-04-23,TB,NYJ,,,,,,Jonathan Pittman
730.0,2002,2002-06-13,MIA,SF,,,,,McNoCa00,Cade McNown
730.0,2002,2002-06-13,SF,MIA,2003.0,,,1.0,,
731.0,2002,2002-06-20,JAX,SEA,2003.0,,,1.0,,
731.0,2002,2002-06-20,SEA,JAX,,,,,CharIk20,Ike Charlton
732.0,2002,2002-06-27,NE,STL,,,,,AyixKo20,Kole Ayi
732.0,2002,2002-06-27,STL,NE,2003.0,,,1.0,,
733.0,2002,2002-07-19,CAR,MIA,,,,,WillJa26,Jay Williams
733.0,2002,2002-07-19,MIA,CAR,,,,,WallAl20,Al Wallace
733.0,2002,2002-07-19,MIA,CAR,2003.0,4.0,119.0,0.0,BranCo20,Colin Branch
734.0,2002,2002-08-20,MIA,TB,,,,,GreeCo20,Cornell Green
734.0,2002,2002-08-20,TB,MIA,2003.0,7.0,247.0,1.0,,
734.0,2002,2002-08-20,TB,MIA,,,,,,Casey Moore
735.0,2002,2002-08-20,NE,STL,,,,,WillGr20,Grant Williams
735.0,2002,2002-08-20,STL,NE,2003.0,7.0,225.0,0.0,WillTo21,Todd Williams
736.0,2002,2002-08-23,MIA,WAS,2003.0,7.0,232.0,0.0,HamdGi00,Gibran Hamdan
736.0,2002,2002-08-23,WAS,MIA,,,,,RoseSa00,Sage Rosenfels
737.0,2002,2002-08-23,DET,WAS,,,,,StaiBr20,Brenden Stai
737.0,2002,2002-08-23,WAS,DET,2003.0,5.0,144.0,0.0,DaviJa24,James Davis
738.0,2002,2002-08-31,CIN,NO,,,,,KeatCu00,Curtis Keaton
738.0,2002,2002-08-31,NO,CIN,2003.0,4.0,118.0,0.0,JohnJe00,Jeremi Johnson
739.0,2002,2002-08-31,CLE,SD,2003.0,7.0,236.0,1.0,,
739.0,2002,2002-08-31,CLE,SD,,,,,,Brandon Drumm
739.0,2002,2002-08-31,SD,CLE,,,,,HeidSt00,Steve Heiden
740.0,2002,2002-08-31,PIT,STL,,,,,EdwaTr00,Troy Edwards
740.0,2002,2002-08-31,STL,PIT,2004.0,6.0,194.0,0.0,KranMa00,Matt Kranchick
741.0,2002,2002-09-01,IND,NO,2003.0,7.0,239.0,0.0,BantTu20,Tully Banta-Cain
741.0,2002,2002-09-01,NO,IND,,,,,WillRi01,Ricky Williams
742.0,2002,2002-09-01,ATL,SD,2004.0,7.0,209.0,0.0,OlivSh20,Shane Olivea
742.0,2002,2002-09-01,SD,ATL,,,,,GaylTr00,Trevor Gaylor
743.0,2002,2002-09-24,IND,TB,2004.0,7.0,228.0,0.0,CramCa00,Casey Cramer
743.0,2002,2002-09-24,TB,IND,,,,,GibsDa20,David Gibson
744.0,2002,2002-10-12,DAL,SD,,,,,GarmKe20,Kelvin Garmon
744.0,2002,2002-10-12,SD,DAL,2003.0,7.0,236.0,1.0,,
744.0,2002,2002-10-12,SD,DAL,,,,,,Bron Drumm
645.0,2003,2003-02-28,BUF,CLE,2004.0,,,1.0,,
645.0,2003,2003-02-28,CLE,BUF,,,,,CampMa00,Mark Campbell
646.0,2003,2003-02-28,DAL,GB,2004.0,6.0,188.0,0.0,LeexAn20,Andy Lee
646.0,2003,2003-02-28,GB,DAL,,,,,GlenTe00,Terry Glenn
647.0,2003,2003-02-28,STL,WAS,,,,,CaniTr00,Trung Canidate
647.0,2003,2003-02-28,WAS,STL,,,,,LoveDa20,David Loverne
647.0,2003,2003-02-28,WAS,STL,2003.0,4.0,107.0,0.0,GrocDe20,DeJuan Groce
648.0,2003,2003-03-03,GB,PHI,2003.0,2.0,62.0,0.0,KielTe20,Terrence Kiel
648.0,2003,2003-03-03,PHI,GB,,,,,HarrAl21,Al Harris
648.0,2003,2003-03-03,PHI,GB,2003.0,4.0,127.0,0.0,AikeSa00,Sam Aiken
649.0,2003,2003-03-04,ATL,PHI,,,,,SimoMa20,Mark Simoneau
649.0,2003,2003-03-04,PHI,ATL,2003.0,6.0,202.0,0.0,BacoWa20,Waine Bacon
649.0,2003,2003-03-04,PHI,ATL,2004.0,4.0,125.0,0.0,DaviJa20,Jason David
650.0,2003,2003-03-06,HOU,NE,2003.0,5.0,154.0,0.0,NickDo20,Donnie Nickey
650.0,2003,2003-03-06,NE,HOU,,,,,RandGr20,Greg Randall
651.0,2003,2003-03-06,NE,WAS,2003.0,3.0,81.0,0.0,DockDe20,Derrick Dockery
651.0,2003,2003-03-06,NE,WAS,2003.0,5.0,140.0,0.0,PageDe20,Derek Pagel
651.0,2003,2003-03-06,WAS,NE,2003.0,3.0,75.0,0.0,WandSe20,Seth Wand
651.0,2003,2003-03-06,WAS,NE,2004.0,4.0,104.0,0.0,SopoIs20,Isaac Sopoaga
652.0,2003,2003-03-07,ATL,BUF,2003.0,1.0,23.0,0.0,McGaWi00,Willis McGahee
652.0,2003,2003-03-07,BUF,ATL,,,,,PricPe00,Peerless Price
653.0,2003,2003-03-13,MIN,NO,,,,,BoumTo00,Todd Bouman
653.0,2003,2003-03-13,NO,MIN,2003.0,6.0,190.0,0.0,NattMi20,Mike Nattiel
654.0,2003,2003-03-25,NO,STL,,,,,TurlKy20,Kyle Turley
654.0,2003,2003-03-25,STL,NO,2004.0,2.0,60.0,0.0,WatsCo20,Courtney Watson
655.0,2003,2003-04-01,GB,WAS,2004.0,7.0,,1.0,,
655.0,2003,2003-04-01,WAS,GB,,,,,BranDa22,David Brandt
656.0,2003,2003-04-10,ATL,SEA,,,,,ThomMi20,Michael Thompson
656.0,2003,2003-04-10,SEA,ATL,2004.0,,,1.0,,
657.0,2003,2003-04-14,NE,NO,,,,,JoneTe20,Tebucky Jones
657.0,2003,2003-04-14,NO,NE,2003.0,3.0,78.0,0.0,SmitWa21,Wade Smith
657.0,2003,2003-04-14,NO,NE,2003.0,7.0,239.0,0.0,BantTu20,Tully Banta-Cain
657.0,2003,2003-04-14,NO,NE,2004.0,4.0,113.0,0.0,ReidDe20,Dexter Reid
658.0,2003,2003-04-16,MIA,SD,2004.0,5.0,154.0,0.0,TurnMi00,Michael Turner
658.0,2003,2003-04-16,SD,MIA,,,,,SeauJu00,Junior Seau
659.0,2003,2003-04-24,GB,KC,2005.0,7.0,238.0,1.0,,
659.0,2003,2003-04-24,GB,KC,,,,,,Jeremy Parquet
659.0,2003,2003-04-24,KC,GB,,,,,CombDe20,Derek Combs
660.0,2003,2003-04-25,MIA,NE,2004.0,2.0,56.0,0.0,WillMa20,Madieu Williams
660.0,2003,2003-04-25,NE,MIA,2003.0,3.0,78.0,0.0,SmitWa21,Wade Smith
661.0,2003,2003-04-26,CHI,NYJ,2003.0,1.0,4.0,0.0,RobeDe20,Dewayne Robertson
661.0,2003,2003-04-26,NYJ,CHI,2003.0,1.0,13.0,0.0,WarrTy20,Ty Warren
661.0,2003,2003-04-26,NYJ,CHI,2003.0,1.0,22.0,0.0,GrosRe00,Rex Grossman
661.0,2003,2003-04-26,NYJ,CHI,2003.0,4.0,116.0,0.0,ScotIa20,Ian Scott
662.0,2003,2003-04-26,ARI,NO,2003.0,1.0,6.0,0.0,SullJo23,Johnathan Sullivan
662.0,2003,2003-04-26,ARI,NO,2003.0,2.0,37.0,0.0,StinJo20,Jon Stinchcomb
662.0,2003,2003-04-26,ARI,NO,2003.0,4.0,102.0,0.0,HollMo20,Montrae Holland
662.0,2003,2003-04-26,NO,ARI,2003.0,1.0,17.0,0.0,JohnBr02,Bryant Johnson
662.0,2003,2003-04-26,NO,ARI,2003.0,1.0,18.0,0.0,PaceCa20,Calvin Pace
662.0,2003,2003-04-26,NO,ARI,2003.0,2.0,54.0,0.0,BoldAn00,Anquan Boldin
663.0,2003,2003-04-26,CHI,NE,2003.0,1.0,13.0,0.0,WarrTy20,Ty Warren
663.0,2003,2003-04-26,NE,CHI,2003.0,1.0,14.0,0.0,HaynMi20,Michael Haynes
663.0,2003,2003-04-26,NE,CHI,2003.0,6.0,193.0,0.0,,
663.0,2003,2003-04-26,NE,CHI,,,,,,Marques Ogden
664.0,2003,2003-04-26,PHI,SD,2003.0,1.0,30.0,0.0,DaviSa21,Sammy Davis
664.0,2003,2003-04-26,PHI,SD,2003.0,2.0,62.0,0.0,KielTe20,Terrence Kiel
664.0,2003,2003-04-26,SD,PHI,2003.0,1.0,15.0,0.0,McDoJe20,Jerome McDougle
665.0,2003,2003-04-26,KC,PIT,2003.0,1.0,16.0,0.0,PolaTr99,Troy Polamalu
665.0,2003,2003-04-26,PIT,KC,2003.0,1.0,27.0,0.0,JohnLa00,Larry Johnson
665.0,2003,2003-04-26,PIT,KC,2003.0,3.0,92.0,0.0,BattJu20,Julian Battle
665.0,2003,2003-04-26,PIT,KC,2003.0,6.0,200.0,0.0,BollBr00,Brooks Bollinger
666.0,2003,2003-04-26,BAL,NE,2003.0,2.0,41.0,0.0,JoppBe00,Bennie Joppru
666.0,2003,2003-04-26,BAL,NE,2004.0,1.0,21.0,0.0,WilfVi20,Vince Wilfork
666.0,2003,2003-04-26,NE,BAL,2003.0,1.0,19.0,0.0,BollKy00,Kyle Boller
667.0,2003,2003-04-26,HOU,NE,2003.0,2.0,36.0,0.0,WilsEu20,Eugene Wilson
667.0,2003,2003-04-26,HOU,NE,2003.0,4.0,117.0,0.0,KlecDa20,Dan Klecko
667.0,2003,2003-04-26,NE,HOU,2003.0,2.0,41.0,0.0,JoppBe00,Bennie Joppru
667.0,2003,2003-04-26,NE,HOU,2003.0,3.0,75.0,0.0,WandSe20,Seth Wand
668.0,2003,2003-04-26,CAR,NE,2003.0,2.0,45.0,0.0,JohnBe00,Bethel Johnson
668.0,2003,2003-04-26,NE,CAR,2003.0,2.0,50.0,0.0,NelsBr20,Bruce Nelson
668.0,2003,2003-04-26,NE,CAR,2003.0,4.0,120.0,0.0,SamuAs20,Asante Samuel
669.0,2003,2003-04-26,HOU,OAK,2003.0,3.0,83.0,0.0,WillSa22,Sam Williams
669.0,2003,2003-04-26,HOU,OAK,2003.0,7.0,262.0,0.0,,
669.0,2003,2003-04-26,HOU,OAK,,,,,,Ryan Hoag
669.0,2003,2003-04-26,OAK,HOU,2004.0,2.0,,0.0,,
670.0,2003,2003-04-26,BUF,GB,2003.0,3.0,79.0,0.0,PeteKe21,Kenny Peterson
670.0,2003,2003-04-26,GB,BUF,2003.0,3.0,94.0,0.0,CrowAn20,Angelo Crowell
670.0,2003,2003-04-26,GB,BUF,2003.0,4.0,127.0,0.0,AikeSa00,Sam Aiken
671.0,2003,2003-04-26,CAR,DEN,2003.0,4.0,108.0,0.0,GrifQu00,Quentin Griffin
671.0,2003,2003-04-26,CAR,DEN,2003.0,4.0,120.0,0.0,SamuAs20,Asante Samuel
671.0,2003,2003-04-26,CAR,DEN,2003.0,7.0,227.0,0.0,,
671.0,2003,2003-04-26,CAR,DEN,,,,,,Clint Mitchell
671.0,2003,2003-04-26,DEN,CAR,2003.0,3.0,82.0,0.0,MannRi20,Ricky Manning
672.0,2003,2003-04-27,DEN,NE,2003.0,4.0,120.0,0.0,SamuAs20,Asante Samuel
672.0,2003,2003-04-27,NE,DEN,2003.0,4.0,128.0,0.0,,
672.0,2003,2003-04-27,NE,DEN,,,,,,Bryant McNeal
672.0,2003,2003-04-27,NE,DEN,2003.0,5.0,157.0,0.0,ClaxBe20,Ben Claxton
673.0,2003,2003-04-27,HOU,IND,2003.0,5.0,138.0,0.0,MathRo20,Robert Mathis
673.0,2003,2003-04-27,IND,HOU,2004.0,4.0,122.0,0.0,EarlGl20,Glenn Earl
674.0,2003,2003-04-27,CHI,JAX,2003.0,6.0,176.0,0.0,GreeBr20,Brandon Green
674.0,2003,2003-04-27,CHI,JAX,2003.0,6.0,193.0,0.0,,
674.0,2003,2003-04-27,CHI,JAX,,,,,,Marques Ogden
674.0,2003,2003-04-27,CHI,JAX,2003.0,7.0,218.0,0.0,MacKMa20,Malaefou MacKenzie
674.0,2003,2003-04-27,JAX,CHI,2003.0,5.0,143.0,0.0,GageJu00,Justin Gage
675.0,2003,2003-04-27,GB,SEA,2003.0,5.0,165.0,0.0,DaviCh24,Chris Davis
675.0,2003,2003-04-27,GB,SEA,2003.0,6.0,203.0,0.0,,
675.0,2003,2003-04-27,GB,SEA,,,,,,Kareem Kelly
675.0,2003,2003-04-27,SEA,GB,2003.0,5.0,147.0,0.0,LeexJa21,James Lee
676.0,2003,2003-04-27,KC,NYJ,2003.0,5.0,150.0,0.0,WaltMa20,Matt Walters
676.0,2003,2003-04-27,KC,NYJ,2003.0,6.0,200.0,0.0,BollBr00,Brooks Bollinger
676.0,2003,2003-04-27,NYJ,KC,2003.0,5.0,153.0,0.0,BlacJo20,Jordan Black
676.0,2003,2003-04-27,NYJ,KC,2003.0,6.0,189.0,0.0,WilkJi20,Jimmy Wilkerson
677.0,2003,2003-04-27,NE,TEN,2003.0,5.0,154.0,0.0,NickDo20,Donnie Nickey
677.0,2003,2003-04-27,NE,TEN,2003.0,7.0,225.0,0.0,WillTo21,Todd Williams
677.0,2003,2003-04-27,TEN,NE,2003.0,5.0,164.0,0.0,KoppDa20,Dan Koppen
677.0,2003,2003-04-27,TEN,NE,2003.0,6.0,201.0,0.0,KingKl00,Kliff Kingsbury
677.0,2003,2003-04-27,TEN,NE,2003.0,7.0,243.0,0.0,KellEt20,Ethan Kelley
678.0,2003,2003-04-27,GB,PHI,2003.0,6.0,185.0,0.0,BridJe20,Jeremy Bridges
678.0,2003,2003-04-27,GB,PHI,2003.0,7.0,244.0,0.0,LeJeNo20,Norman LeJeune
678.0,2003,2003-04-27,PHI,GB,2003.0,5.0,166.0,0.0,HillHu20,Hunter Hillenmeyer
679.0,2003,2003-04-27,CAR,MIA,2003.0,6.0,181.0,0.0,JenkCo20,Corey Jenkins
679.0,2003,2003-04-27,MIA,CAR,2003.0,7.0,226.0,0.0,YounWa00,Walter Young
679.0,2003,2003-04-27,MIA,CAR,2003.0,7.0,247.0,0.0,,
679.0,2003,2003-04-27,MIA,CAR,,,,,,Casey Moore
680.0,2003,2003-04-27,NO,SEA,,,,,HandNo20,Norman Hand
680.0,2003,2003-04-27,SEA,NO,2003.0,6.0,203.0,0.0,,
680.0,2003,2003-04-27,SEA,NO,,,,,,Kareem Kelly
681.0,2003,2003-04-27,ARI,DET,2003.0,7.0,220.0,0.0,AdamBl20,Blue Adams
681.0,2003,2003-04-27,DET,ARI,,,,,FostLa00,Larry Foster
682.0,2003,2003-04-27,DAL,DET,2003.0,7.0,236.0,0.0,,
682.0,2003,2003-04-27,DAL,DET,,,,,,Brandon Drumm
682.0,2003,2003-04-27,DET,DAL,,,,,CasoAv00,Aveion Cason
683.0,2003,2003-04-27,GB,PHI,2004.0,6.0,185.0,0.0,HallAn00,Andy Hall
683.0,2003,2003-04-27,PHI,GB,2003.0,7.0,245.0,0.0,JohnCh26,Chris Johnson
684.0,2003,2003-05-27,MIA,NO,,,,,RodgDe20,Derrick Rodgers
684.0,2003,2003-05-27,NO,MIA,2004.0,7.0,219.0,0.0,WilsQu00,Quincy Wilson
685.0,2003,2003-06-17,ARI,TB,,,,,JoneTh00,Thomas Jones
685.0,2003,2003-06-17,TB,ARI,,,,,,Marquis Walker
686.0,2003,2003-08-07,DAL,TB,,,,,GrauJe20,Jeff Grau
686.0,2003,2003-08-07,TB,DAL,2005.0,,,1.0,,
687.0,2003,2003-08-13,DEN,SF,2004.0,,,1.0,,
687.0,2003,2003-08-13,SF,DEN,,,,,JackNa00,Nate Jackson
688.0,2003,2003-08-19,HOU,MIA,2004.0,,,1.0,,
688.0,2003,2003-08-19,MIA,HOU,,,,,DyerDe00,Deon Dyer
689.0,2003,2003-08-20,CHI,NE,,,,,WashTe01,Ted Washington
689.0,2003,2003-08-20,NE,CHI,2004.0,4.0,104.0,0.0,SopoIs20,Isaac Sopoaga
690.0,2003,2003-08-20,NO,WAS,,,,,ChasMa20,Martin Chase
690.0,2003,2003-08-20,WAS,NO,2004.0,7.0,206.0,0.0,JoneMa01,Mark Jones
691.0,2003,2003-08-23,DEN,SEA,,,,,McBrMa20,Mat McBriar
691.0,2003,2003-08-23,SEA,DEN,2004.0,,,1.0,,
692.0,2003,2003-08-25,GB,MIA,2006.0,,,1.0,,
692.0,2003,2003-08-25,MIA,GB,,,,,McGaSc20,Scott McGarrahan
693.0,2003,2003-08-25,CHI,NE,,,,,,Jamil Soriano
693.0,2003,2003-08-25,NE,CHI,2004.0,,,1.0,,
694.0,2003,2003-08-26,DEN,WAS,,,,,,Lionel Dalton
694.0,2003,2003-08-26,WAS,DEN,2004.0,,,1.0,,
695.0,2003,2003-08-26,BAL,JAX,,,,,MitcAn20,Anthony Mitchell
695.0,2003,2003-08-26,JAX,BAL,2004.0,7.0,210.0,0.0,OrrxRa20,Raheem Orr
696.0,2003,2003-08-30,PHI,PIT,,,,,,Freddie Milons
696.0,2003,2003-08-30,PIT,PHI,2004.0,,,1.0,,
697.0,2003,2003-08-31,BUF,DET,,,,,GaryOl00,Olandis Gary
697.0,2003,2003-08-31,DET,BUF,2004.0,7.0,207.0,0.0,McFaDy20,Dylan McFarl
698.0,2003,2003-08-31,IND,STL,,,,,CoadRi21,Rich Coady
698.0,2003,2003-08-31,STL,IND,2004.0,7.0,229.0,1.0,,
698.0,2003,2003-08-31,STL,IND,,,,,,David Kimball
699.0,2003,2003-08-31,DAL,OAK,2004.0,7.0,223.0,0.0,ReevJa20,Jacques Reeves
699.0,2003,2003-08-31,DAL,OAK,2005.0,6.0,185.0,0.0,OwenCh00,Chad Owens
699.0,2003,2003-08-31,OAK,DAL,,,,,ColeKe20,Kenyon Coleman
700.0,2003,2003-09-30,DAL,GB,,,,,SwinRe00,Reggie Swinton
700.0,2003,2003-09-30,GB,DAL,2004.0,,,1.0,,
1.0,2004,2004-03-03,MIA,PHI,2005.0,2.0,35.0,0.0,BrowRe01,Reggie Brown
1.0,2004,2004-03-03,PHI,MIA,,,,,FeelA.00,A.J. Feeley
2.0,2004,2004-03-03,JAX,WAS,,,,,BrunMa00,Mark Brunell
2.0,2004,2004-03-03,WAS,JAX,2004.0,3.0,72.0,0.0,,
2.0,2004,2004-03-03,WAS,JAX,,,,,,Donnell Washington
3.0,2004,2004-03-04,DEN,WAS,,,,,PortCl00,Clinton Portis
3.0,2004,2004-03-04,WAS,DEN,,,,,BailCh00,Champ Bailey
3.0,2004,2004-03-04,WAS,DEN,2004.0,2.0,41.0,0.0,BellTa00,Tatum Bell
4.0,2004,2004-03-04,BAL,SF,2004.0,2.0,51.0,0.0,EdwaDw20,Dwan Edwards
4.0,2004,2004-03-04,SF,BAL,,,,,OwenTe00,Terrell Owens
5.0,2004,2004-03-08,NYJ,TEN,2004.0,2.0,42.0,0.0,LaBoTr20,Travis LaBoy
5.0,2004,2004-03-08,TEN,NYJ,,,,,McCaJu00,Justin McCareins
6.0,2004,2004-03-16,BAL,PHI,,,,,OwenTe00,Terrell Owens
6.0,2004,2004-03-16,SF,BAL,2004.0,2.0,51.0,0.0,EdwaDw20,Dwan Edwards
6.0,2004,2004-03-16,PHI,SF,,,,,WhitBr21,Brandon Whiting
